web-scraper-order,web-scraper-start-url,title,title-href,nama,harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
1686137725-850,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-sleman-dekat-monumen-jogja-kembali-oleh-mas-faridl-21751551,Dijual Rumah Murah Sleman Dekat Monumen Jogja Kembali,Rp 470 jt,"Jalan Kp. Mangsel Wetan, Seyegan, Sleman, Seyegan, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,90 m²,3 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137729-851,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-kawasan-dekat-ringroad-dan-ugm-rumah-premium-siap-ajb-notaris-oleh-anindya-21751572,"Kawasan Dekat Ringroad dan UGM, Rumah Premium, Siap AJB Notaris","Rp 2,8 M","Malioboro, Kraton, Kotabaru, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",106 m²,213 m²,5 tidur,3 mandi,0 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686137732-852,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-bangunjiwo-siap-huni-harga-cash-lebih-murah-oleh-ara-citra-21751600,Rumah Bangunjiwo Siap Huni Harga Cash Lebih Murah,"Rp 435,00494 jt","jl sribitan bangunjiwo kasihan bantul, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,93 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137736-853,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-cluster-di-margomulyo-seyegan-barat-pasar-sleman-oleh-ara-citra-21751634,Cluster di Margomulyo Seyegan Barat Pasar Sleman,"Rp 485,9287 jt","Margomulyo Seyegan Sleman, Seyegan, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,90 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137739-854,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-mewah-di-kota-bantul-dekat-jl-samas-siap-bangun-oleh-hamdan-nugroho-19553684,Rumah Dijual Murah Mewah di Kota Bantul dekat Jl Samas Siap Bangun,Rp 275 jt,"Ngringinan, Palbapang, Bantul Kota, Bantul, Jogja, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",36 m²,70 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137743-855,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-rsud-bantul-kota-di-manding-sabdodadi-bantul-oleh-hamdan-nugroho-21031614,Rumah Siap Huni dekat RSUD Bantul Kota di  Manding Sabdodadi Bantul,Rp 415 jt,"Manding, Sabdodadi, Bantul Kota, Bantul, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,100 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137746-856,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-wisata-manding-di-sabdodadi-bantul-kota-jogja-oleh-hamdan-nugroho-21438964,Rumah Siap Huni dekat Wisata Manding di Sabdodadi Bantul Kota Jogja,Rp 400 jt,"Neco, Sabdodadi, Bantul, Bantul, Jogja, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,88 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137750-857,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-goa-selarong-di-kalangan-bangunjiwo-bantul-jogja-oleh-hamdan-nugroho-21528146,Rumah Siap Huni dekat Goa Selarong di Kalangan Bangunjiwo Bantul Jogja,Rp 390 jt,"Kalangan, Bangunjiwo, Kasihan, Bantul, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,80 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137753-858,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bantul-kota-dekat-kompleks-pemda-siap-bangun-oleh-hamdan-nugroho-19644537,Dijual Rumah di Bantul Kota dekat Kompleks Pemda Siap Bangun,Rp 350 jt,"Bantul Karang, Ringinharjo, Bantul Kota, Bantul, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",50 m²,118 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137756-859,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-rumah-murah-dekat-jl-paris-km-14-di-canden-jetis-bantul-siap-bangun-oleh-hamdan-nugroho-18953429,Rumah Murah dekat JL Paris Km 14 di Canden Jetis Bantul Siap Bangun,Rp 275 jt,"Gaten, Canden, Jetis, Bantul, Yogyakarta, Jetis, Bantul, DI Yogyakarta Jelajahi di Peta",36 m²,76 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137759-860,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/58,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-500m-dari-jln-paris-di-bantul-kota-strategis-siap-bangun-oleh-hamdan-nugroho-19662076,Dijual Rumah 500m dari Jln Paris di Bantul Kota Strategis Siap Bangun,Rp 455 jt,"Keyongan Sabdodadi Bantul Kota, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,147 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137766-861,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-rumah-dekat-gabusan-bantul-kota-di-jl-parangtritis-km-10-proses-bangun-oleh-hamdan-nugroho-20690818,Rumah dekat Gabusan Bantul Kota di Jl Parangtritis KM 10 Proses Bangun,Rp 380 jt,"Keyongan, Sabdodadi, Bantul, Bantul, Yogyakarta, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",42 m²,92 m²,2 tidur,2 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137770-862,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-bantul-harga-400-jutaan-oleh-mas-faridl-21751646,Rumah Minimalis Bantul Harga 400 Jutaan,Rp 430 jt,"Jl. Pleret, Bantul, Yogyakarta, Pleret, Bantul, DI Yogyakarta Jelajahi di Peta",60 m²,83 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137772-863,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-godean-oleh-erfin-farreza-21751671,godean,Rp 750 jt,"godean, Godean, Sleman, DI Yogyakarta Jelajahi di Peta",102 m²,60 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137775-864,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21751688,Rumah Dijual di Yogyakarta,"Rp 2,525 M","Jl. Magelang, Mlati Dukuh, Sendangadi, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",162 m²,215 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137780-865,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-tanah-dijual-sertifikat-lengkap-dekat-afkaaruna-islamic-school-oleh-anindya-21751703,Tanah Dijual Sertifikat Lengkap Dekat Afkaaruna Islamic School,"Rp 1,199 M","Kraton, malioboro, Kotabaru, Sleman, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,149 m²,5 tidur,3 mandi,1300 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686137783-866,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-hunian-cluster-jambidan-banguntapan-harga-murah-oleh-ara-citra-21751704,Hunian Cluster Jambidan Banguntapan Harga Murah,"Rp 425,000498 jt","Jl pleret km 4 banguntapan bantul, Bantul, Bantul, DI Yogyakarta Jelajahi di Peta",60 m²,83 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137787-867,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-perumahan-elit-300-m-hook-oleh-tri-indarto-21537273,Perumahan Elit 300 M² Hook,"Rp 3,5 M","Ring road utara, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",225 m²,300 m²,4 tidur,4 mandi,2200 Watt,Sebagian,2,SHM - Sertifikat Hak Milik
1686137792-868,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-perum-elit-full-furnished-oleh-tri-indarto-19364195,Perum Elit Full Furnished,"Rp 2,7 M","Jalan Kaliurang km 6,5, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",145 m²,135 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137795-869,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-maguwoharjo-depok-sleman-yogyakarta-oleh-priyo-kurniawan-19134608,Maguwoharjo Depok Sleman Yogyakarta,Rp 850 jt,"Bajeng, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",110 m²,137 m²,4 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137799-870,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-condongcatur-depok-sleman-yogyakarta-oleh-priyo-kurniawan-21744803,Condongcatur Depok Sleman Yogyakarta,Rp 11 M,"Jalan Kubus Kaliurang Depok Sleman, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",500 m²,"1,670 m²",7 tidur,5 mandi,3500 Watt,Sebagian,10,SHM - Sertifikat Hak Milik
1686137802-871,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-perum-palagan-jajaran-depan-oleh-tri-indarto-19642551,Perum palagan Jajaran Depan,Rp 4 M,"Jalan Palagan km 10, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,220 m²,5 tidur,4 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137806-872,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-rumah-murah-bangunjiwo-siap-huni-oleh-mas-faridl-21751719,Rumah Murah Bangunjiwo Siap Huni,Rp 430 jt,"Jl. Tugu Gentong, Bangunjiwo, Kasihan, Bantul, Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",45 m²,95 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137810-873,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-langsung-akad-notaris-rumah-premium-dalam-perumahan-security-24-jam-oleh-anindya-21751795,"Langsung Akad Notaris, Rumah Premium Dalam Perumahan, Security 24 Jam","Rp 2,799 M","Malioboro, Kraton, Kotabaru, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",106 m²,213 m²,5 tidur,3 mandi,0 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686137813-874,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-ngemplak-oleh-erfin-farreza-21751813,ngemplak,Rp 600 jt,"ngemplak, Ngemplak, Sleman, DI Yogyakarta Jelajahi di Peta",45 m²,85 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137817-875,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-desain-apik-rumah-dijual-bergaya-modern-di-prambanan-oleh-dewi-21751748,"Desain Apik, Rumah Dijual Bergaya Modern di Prambanan","Rp 300,00012 jt","Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,90 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137821-876,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-2-lantai-cluster-di-jalan-kaliurang-km-9-yogyakarta-oleh-maria-21751904,"Rumah Dijual 2 Lantai, Cluster di Jalan Kaliurang km 9 Yogyakarta","Rp 3,696 M","Jl Kaliurang, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",120 m²,180 m²,3 tidur,2 mandi,1300 Watt,Tak Berperabot,2,SHGB - Hak Guna Bangunan
1686137824-877,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-investasi-terbaik-hunian-minimalis-harga-aman-di-kantong-oleh-dewi-21751891,"Investasi Terbaik, Hunian Minimalis Harga Aman di Kantong","Rp 295,000012 jt","Prambanan, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,75 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137829-878,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-klasik-halaman-luas-di-lingkungan-premium-sagan-oleh-riana-eka-sari-21294645,Dijual Rumah Klasik Halaman Luas di Lingkungan Premium Sagan,"Rp 24,418 M","Jalan Sagan I, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",400 m²,842 m²,8 tidur,3 mandi,5500 Watt,,3,SHGB - Hak Guna Bangunan
1686137832-879,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-purwosari-jalan-kaliurang-km-7-dekat-ugm-oleh-riana-eka-sari-21579714,Dijual Rumah di Purwosari Jalan Kaliurang KM.7 dekat UGM,Rp 750 jt,"Purwosari, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,110 m²,3 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686137835-880,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/57,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-2-lantai-cluster-dekat-kampus-di-yogyakarta-oleh-maria-21751976,"Dijual Rumah Baru, 2 Lantai, Cluster, Dekat Kampus di Yogyakarta","Rp 4,155 M","Jl Kaliurang Km 7, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",140 m²,188 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHGB - Hak Guna Bangunan
1686137844-881,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-7-menit-ugm-kawasan-favorit-jogja-rumah-dalam-perumahan-plemburan-oleh-anindya-21752015,"7 Menit UGM, Kawasan Favorit Jogja, Rumah Dalam Perumahan Plemburan","Rp 2,798 M","Malioboro, Kraton, Yogyakarta, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",106 m²,213 m²,5 tidur,3 mandi,0 Watt,,,SHM - Sertifikat Hak Milik
1686137847-882,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-2-lantai-dijual-dalam-cluster-di-palagan-yogyakarta-oleh-maria-21752039,RUMAH CANTIK 2 LANTAI DIJUAL DALAM CLUSTER di PALAGAN YOGYAKARTA,"Rp 1,6 M","Jl Palagan, Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",142 m²,129 m²,4 tidur,4 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137852-883,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-2-lantai-rumah-dijual-jogja-dekat-kampus-iii-sanata-dharma-oleh-kms-taufik-21665568,"2 Lantai, Rumah Dijual Jogja, Dekat Kampus III Sanata Dharma",Rp 715 jt,"Jalan Ring Road Utara Pugeran, Jenengan, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",75 m²,63 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137856-884,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-solodiran-manisrenggo-klaten-jawa-tengah-oleh-hanan-21752244,"Solodiran, Manisrenggo, Klaten , Jawa Tengah",Rp 180 jt,"Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",21 m²,60 m²,1 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137860-885,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-modern-di-jogja-kota-dekat-malioboro-dan-kramat-oleh-joko-suwanto-21748412,Rumah Modern di Jogja Kota dekat Malioboro dan Kramat,"Rp 1,665000741 M","Jalan Kapten Piere Tendean, Mantrijeron, Yogyakarta, DI Yogyakarta Jelajahi di Peta",80 m²,103 m²,3 tidur,2 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137864-886,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-modern-di-jl-nangsri-legalitas-shm-dan-imb-oleh-hanan-21752248,Rumah Modern di Jl Nangsri Legalitas SHM dan IMB,"Rp 248,000003 jt","Depok, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,79 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137867-887,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-luas-82m-hanya-15-menit-ke-kota-yogyakarta-oleh-ahmad-najih-ibrohim-21551620,Rumah luas 82m hanya 15 menit ke Kota Yogyakarta,Rp 660 jt,"JL. JOGJA-WATES KM 9, Gamping, Sleman, DI Yogyakarta Jelajahi di Peta",65 m²,82 m²,3 tidur,2 mandi,1300 Watt,,1,SHM - Sertifikat Hak Milik
1686137871-888,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21752312,Rumah Dijual di Yogyakarta,"Rp 2,524999 M","Jl. P. Mangkubumi No.52, Gowongan, Jetis, Yogyakarta, DI Yogyakarta Jelajahi di Peta",162 m²,215 m²,4 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137874-889,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-solodiran-manisrenggo-klaten-jawa-tengah-oleh-hanan-21752333,"Solodiran, Manisrenggo, Klaten , Jawa Tengah","Rp 254,000093 jt","Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",36 m²,62 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137878-890,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21752345,Rumah Dijual di Yogyakarta,"Rp 1,7999 M","Jl. Malioboro No.52 - 58, Suryatmajan, Danurejan, Yogyakarta, DI Yogyakarta Jelajahi di Peta",154 m²,130 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137881-891,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-hunian-baru-scandinavian-di-bangunjiwo-5-menit-dari-ringroad-oleh-hanan-21752349,Hunian Baru Scandinavian di Bangunjiwo 5 menit dari Ringroad,"Rp 825,009001 jt","Kasihan, Bantul, DI Yogyakarta Jelajahi di Peta",60 m²,102 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137885-892,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-strategis-condongcatur-depok-sleman-oleh-hana-arum-widati-21705028,Rumah Strategis Condongcatur Depok Sleman,"Rp 2,25 M","Condongcatur Depok Sleman, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",200 m²,155 m²,8 tidur,3 mandi,2200 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137889-893,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-jalan-kaliurang-dekat-ugm-oleh-hana-arum-widati-21031059,Rumah Jalan Kaliurang Dekat UGM,Rp 4 M,"Jalan Kaliurang Km 1, Mlati, Sleman, DI Yogyakarta Jelajahi di Peta",300 m²,660 m²,5 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137893-894,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21752379,Rumah Dijual di Yogyakarta,"Rp 1,79999 M","Jl. C. Simanjuntak No.70, Terban, Gondokusuman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",154 m²,130 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137896-895,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-kost-dijual-demangan-baru-luas-280-m-oleh-tri-indarto-21120751,Kost Dijual Demangan Baru Luas 280 m²,"Rp 2,5 M","Jalan Demangan Baru, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",400 m²,281 m²,10 tidur,3 mandi,1300 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686137899-896,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-jual-rumah-dalam-perum-palagan-km-7-oleh-tri-indarto-21180703,Jual Rumah dalam Perum Palagan km 7,"Rp 1,9 M","Jalan Palagan km 7, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",125 m²,167 m²,4 tidur,2 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137902-897,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-kost-condong-catur-450-m-oleh-tri-indarto-21180873,Rumah Kost Condong Catur 450 m²,Rp 3 M,"Condong Catur, Depok, Sleman, DI Yogyakarta Jelajahi di Peta",320 m²,455 m²,9 tidur,8 mandi,2200 Watt,Lengkap,1,SHM - Sertifikat Hak Milik
1686137906-898,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-dalam-kota-luas-450-m-umbulharjo-oleh-tri-indarto-21180735,Rumah Dalam Kota Luas 450 M Umbulharjo,Rp 3 M,"Dekat Kalimambu, Umbulharjo, Yogyakarta, DI Yogyakarta Jelajahi di Peta",350 m²,440 m²,4 tidur,4 mandi,1300 Watt,Sebagian,1,SHM - Sertifikat Hak Milik
1686137910-899,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21752480,Rumah Dijual di Yogyakarta,"Rp 1,799999 M","Jl. Gajah Mada No.67, Purwokinanti, Pakualaman, Yogyakarta, DI Yogyakarta Jelajahi di Peta",154 m²,130 m²,3 tidur,3 mandi,2200 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
1686137914-900,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/56,,https://www.rumah.com/listing-properti/dijual-rumah-modern-luas-136-m2-diutara-jl-turi-sleman-oleh-hanan-21752549,Rumah Modern Luas 136 m2 diutara Jl Turi Sleman,"Rp 680,021 jt","Sleman, Sleman, DI Yogyakarta Jelajahi di Peta",60 m²,136 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137923-901,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/55,,https://www.rumah.com/listing-properti/dijual-sardonoharjo-ngaglik-sleman-yogyakarta-oleh-priyo-kurniawan-19576254,Sardonoharjo Ngaglik Sleman Yogyakarta,"Rp 4,7 M","Kapten Haryadi Drono, Ngaglik, Sleman, DI Yogyakarta Jelajahi di Peta",250 m²,334 m²,6 tidur,4 mandi,3500 Watt,Sebagian,3,SHGB - Hak Guna Bangunan
1686137926-902,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/55,,https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-dibarat-kota-jogja-300-jt-an-shm-oleh-hanan-21752636,Rumah Baru Siap Huni dibarat Kota Jogja 300 Jt-an SHM,"Rp 350,021 jt","Moyudan, Sleman, DI Yogyakarta Jelajahi di Peta",50 m²,122 m²,2 tidur,1 mandi,1300 Watt,Tak Berperabot,1,SHM - Sertifikat Hak Milik
1686137929-903,https://www.rumah.com/rumah-dijual/di-area-di-yogyakarta-idyo/55,,https://www.rumah.com/listing-properti/dijual-rumah-bantul-sewon-selatan-ringroad-siap-huni-oleh-ahmad-azizurrohman-21752698,"Rumah Bantul Sewon, Selatan Ringroad Siap Huni",Rp 525 jt,"Sewon, Bantul, DI Yogyakarta Jelajahi di Peta",72 m²,131 m²,2 tidur,1 mandi,900 Watt,Tak Berperabot,2,SHM - Sertifikat Hak Milik
